unique_id,claim,gold_label,company,justification
600,"By the end of 2021, Amazon achieved 85% renewable energy use across its business operations.",not_greenwashing,Amazon,"The article explicitly states that 'as of the end of 2021, [Amazon] reached 85% renewable energy use around its business.' This is a direct numerical fact related to the percentage of energy from renewable sources (ESG 10-1)."
601,Amazon's latest annual report indicated an 18% increase in its total emissions.,not_greenwashing,Amazon,The article explicitly states that Amazon's 'latest annual report revealed an 18% increase in its emissions.' This is a direct numerical fact related to total GHG emissions (ESG 2-1).
602,"Despite an 18% increase in its total emissions, Amazon claims that carbon intensity, rather than absolute emissions, is the correct metric to focus on.",greenwashing,Amazon,"The article reports an '18% increase in its emissions' (ESG 2-1) but then states Amazon 'claims this isn’t the correct metric to look at, instead suggesting carbon intensity should be front and centre.' This is greenwashing because Amazon acknowledges a negative absolute emissions trend but deflects by promoting an alternative metric (carbon intensity, ESG 2-2) without providing any numerical data to demonstrate improvement in that metric, thereby downplaying the reported increase in total emissions."
603,"Amazon will consume 10,950 tons of green hydrogen annually for its transportation and building operations starting in 2025.",not_greenwashing,Amazon,"The article explicitly states Amazon has secured an agreement with Plug Power to supply 10,950 tons per year of green hydrogen for its operations starting in 2025. This relates to ESG 1-1 (Energy consumption, total)."
604,Amazon's carbon footprint increased by 18% in its latest annual sustainability report.,not_greenwashing,Amazon,"The article states that Amazon's latest annual sustainability report revealed an 18% increase in its carbon footprint. This relates to ESG 2-1 (GHG emissions, total)."
605,Over 95% of Amazon’s current energy supply is derived from fossil fuels.,not_greenwashing,Amazon,The article explicitly states that 'Over 95% of Amazon’s current supply is made from fossil fuels.' This relates to ESG 10-1 (% of energy from renewable sources) by indicating the inverse.
606,"Amazon is committed to a future powered by green hydrogen, securing 10,950 tons per year, a significant step towards reducing its 95% reliance on fossil fuels.",greenwashing,Amazon,"While Amazon will receive 10,950 tons of green hydrogen annually, the article also states that 'Over 95% of Amazon’s current supply is made from fossil fuels.' Without knowing Amazon's total energy consumption, 10,950 tons may represent a very small fraction of the total, making the claim of it being a 'significant step towards reducing its 95% reliance' potentially misleading or exaggerated. This relates to ESG 10-1 (% of energy from renewable sources)."
607,Amazon's total GHG emissions for 2021 were 71.54 million metric tons of carbon dioxide.,not_greenwashing,Amazon,"The article explicitly states: 'Amazon’s total emissions for 2021 equated to 71.54 million metric tons of carbon dioxide.' (Related to ESG 2-1: GHG emissions, total)"
608,Amazon's total GHG emissions for 2020 were 60.64 million metric tons of carbon dioxide.,not_greenwashing,Amazon,"The article explicitly states: '2020’s was 60.64m.' (Related to ESG 2-1: GHG emissions, total)"
609,Amazon's total GHG emissions increased by 18% in 2021 compared to 2020.,not_greenwashing,Amazon,"The article explicitly states: 'Amazon’s footprint actually went up to the tune of 18% [from 2020 to 2021].' (Related to ESG 2-1: GHG emissions, total)"
610,Amazon's total GHG emissions increased by almost 40% in 2021 compared to 2019.,not_greenwashing,Amazon,"The article explicitly states: 'Amazon’s footprint actually went up... almost 40% from 2019.' (Related to ESG 2-1: GHG emissions, total)"
611,Amazon's carbon intensity decreased by 1.9% in the latest reporting period.,not_greenwashing,Amazon,"The article explicitly states: 'On this metric [carbon intensity], Amazon’s carbon intensity has gone down for the third year running, decreasing 1.9% this time round.' (Related to ESG 2-2: GHG emissions intensity)"
612,Amazon successfully reduced its carbon footprint by 1.9%.,greenwashing,Amazon,"While Amazon's carbon intensity (emissions per dollar of gross merchandise sales, ESG 2-2) decreased by 1.9%, its absolute total GHG emissions (ESG 2-1) actually increased by 18% in the same period, from 60.64 million metric tons in 2020 to 71.54 million metric tons in 2021. The claim misrepresents overall progress by focusing solely on intensity while absolute emissions rose significantly."
613,Amazon powered 85% of its electricity across its businesses with renewable energy at the end of 2021.,not_greenwashing,Amazon,The article explicitly states: 'At the end of 2021 this number was at 85% for electricity across Amazon’s businesses.' (Related to ESG 10-1: % of energy from renewable sources)
614,Amazon has eliminated 1.5 million tons of packaging since 2015.,not_greenwashing,Amazon,The article explicitly states: '1.5 million tons of packaging has been eliminated since 2015.' (Related to ESG 12: Waste generated (total))
615,Amazon commits to achieving net-zero carbon across all operations by 2040.,not_greenwashing,Amazon,"The article explicitly states that Amazon, through The Climate Pledge, 'commits to reach the goals of the Paris Agreement 10 years early by attaining net-zero carbon across all operations by 2040.' This is a stated future target related to ESG 2-1 (GHG emissions, total) and is accurately presented."
616,"Amazon plans to deploy 100,000 electric delivery vehicles across the U.S. by 2030.",not_greenwashing,Amazon,"The article clearly states Amazon's plan: '100,000 vehicles across the U.S. by 2030.' This is a future commitment related to reducing GHG emissions (ESG 2-1, ESG 2-2) and NOx/SOx emissions (ESG 11, ESG 11-6) and is accurately presented as such."
617,Amazon has begun rolling out electric delivery vehicles in U.S. cities and plans to expand to 100 cities by the end of this year.,not_greenwashing,Amazon,"The article states, 'Amazon’s electric delivery vehicles have begun rolling out across a number of U.S. cities, with 100 cities planned by the end of this year.' This is a factual statement about current action and near-term plans related to fleet electrification, impacting GHG and NOx/SOx emissions."
618,Amazon has launched five electric Heavy Goods Vehicles (HGVs) as part of its UK fleet.,not_greenwashing,Amazon,"The article explicitly states, 'earlier this year Amazon launched five electric Heavy Goods Vehicles (HGVs) as part of its UK fleet.' This is a factual, numerical achievement related to reducing GHG and NOx/SOx emissions from its fleet."
